lb	mle	ub	ce	Z	cZ
Slc43a3	-1.54342541532253	0.237450063895775	2.09747556441266	0	0.231905111568816	0.0521972085067805
Sf3a2	-1.89960051116619	-0.237450063895775	1.50385040467323	0	-0.231793255827642	-0.0521972085067805
Fance	-1.62257543662112	0.197875053246478	2.49322567090562	0	0.231734557081137	0.0521972085067805
Pmpcb	-1.18725031947887	0.197875053246478	1.54342541532253	0	0.23163867498144	0.0521972085067805
9630033F20Rik	-1.66215044727042	0.277025074545068	2.01832554311408	0	0.231553202100079	0.0521972085067805
Wasl	-1.26640034077746	0.158300042597181	1.74130046856901	0	0.231513863147859	0.0521972085067805
Ptgfrn	-1.70172545791971	-0.277025074545068	1.50385040467323	0	-0.231494923582093	-0.0521972085067805
Ube2s	-1.26640034077746	0.197875053246478	1.58300042597182	0	0.231227929106463	0.0521972085067805
Comtd1	-1.93917552181549	-0.237450063895775	1.46427539402394	0	-0.231176308942732	-0.0521972085067805
Rptor	-1.89960051116619	-0.197875053246478	1.38512537272535	0	-0.231153180329917	-0.0521972085067805
Pbk	-2.21620059636055	-0.237450063895775	1.8204504898676	0	-0.230896670617758	-0.0521972085067805
Med15	-1.62257543662112	-0.197875053246478	1.22682533012817	0	-0.230886938533517	-0.0521972085067805
1110032A03Rik	-1.86002550051689	-0.277025074545068	1.74130046856901	0	-0.230819225506593	-0.0521972085067805
Sod2	-1.74130046856901	-0.197875053246478	1.30597535142675	0	-0.230648907747748	-0.0521972085067805
1110002L01Rik	-1.34555036207605	0.197875053246478	1.8204504898676	0	0.230621554606071	0.0521972085067805
N4bp2l2	-1.38512537272535	0.197875053246478	1.8204504898676	0	0.230528719490036	0.0521972085067805
Nit1	-1.89960051116619	-0.197875053246478	1.46427539402394	0	-0.230363836690942	-0.0521972085067805
Tatdn2	-1.93917552181549	-0.237450063895775	1.58300042597182	0	-0.230331977116549	-0.0521972085067805
r_RLTR42-int	-1.54342541532253	0.237450063895775	1.89960051116619	0	0.230326386314938	0.0521972085067805
Thap2	-1.54342541532253	0.237450063895775	1.89960051116619	0	0.230300667803176	0.0521972085067805
B020018G12Rik	-1.70172545791971	-0.197875053246478	1.26640034077746	0	-0.230231265904521	-0.0521972085067805
Mrgprf	-1.93917552181549	0.316600085194365	2.17662558571126	0	0.230172653597191	0.0521972085067805
Zcwpw1	-2.29535061765914	-0.197875053246478	1.66215044727041	0	-0.230075006116759	-0.0521972085067805
Cwf19l1	-2.53280068155492	-0.197875053246478	1.74130046856901	0	-0.230059886551796	-0.0521972085067805
Skiv2l	-1.42470038337464	0.197875053246478	1.86002550051689	0	0.230020483854813	0.0521972085067805
Igfbp5	-3.36387590519011	0.554050149090137	3.91792605428027	0	0.229770291055282	0.0521972085067805
Tmem223	-1.62257543662112	-0.197875053246478	1.26640034077746	0	-0.229553518421476	-0.0521972085067805
Fam18b	-1.62257543662112	-0.197875053246478	1.26640034077746	0	-0.229434333458988	-0.0521972085067805
Cops7b	-1.30597535142675	0.197875053246478	1.66215044727041	0	0.229359468783617	0.0521972085067805
Dnajc24	-1.8204504898676	-0.237450063895775	1.42470038337464	0	-0.229326802676398	-0.0521972085067805
Naa11	-1.70172545791971	0.277025074545068	2.05790055376337	0	0.229315426531863	0.0521972085067805
Camk1	-1.26640034077746	0.158300042597181	1.8204504898676	0	0.22927389418992	0.0521972085067805
Gm14420	-1.86002550051689	-0.237450063895775	1.46427539402394	0	-0.229158976733126	-0.0521972085067805
Tctn2	-1.58300042597182	0.197875053246478	2.13705057506196	0	0.22913467741179	0.0521972085067805
Zfp758	-1.70172545791971	0.237450063895775	2.17662558571126	0	0.229024162765567	0.0521972085067805
Aurka	-1.89960051116619	0.316600085194365	1.97875053246478	0	0.228883415678799	0.0521972085067805
Eps15	-1.26640034077746	0.158300042597181	1.74130046856901	0	0.228707199606649	0.0521972085067805
Lig3	-1.70172545791971	-0.197875053246478	1.26640034077746	0	-0.228707094068337	-0.0521972085067805
Mical3	-2.01832554311408	0.277025074545068	2.37450063895773	0	0.228703093526483	0.0521972085067805
Sp3	-1.38512537272535	0.197875053246478	1.8204504898676	0	0.228657204152312	0.0521972085067805
Baz2b	-1.54342541532253	-0.197875053246478	1.22682533012817	0	-0.228560931292016	-0.0521972085067805
Srpk2	-1.58300042597182	0.237450063895775	2.01832554311408	0	0.228504244517018	0.0521972085067805
Mpzl1	-1.38512537272535	0.158300042597181	1.86002550051689	0	0.228275694496076	0.0521972085067805
Clstn1	-2.21620059636055	-0.316600085194365	1.86002550051689	0	-0.228227559316262	-0.0521972085067805
Cdc73	-1.89960051116619	-0.237450063895775	1.58300042597182	0	-0.228198258631851	-0.0521972085067805
Cacna2d3	-2.49322567090562	-0.395750106492957	2.09747556441266	0	-0.228091120788437	-0.0521972085067805
Rfxap	-1.38512537272535	0.158300042597181	1.97875053246478	0	0.228003855869736	0.0521972085067805
Adss	-1.54342541532253	-0.197875053246478	1.18725031947887	0	-0.227998803414901	-0.0521972085067805
Fam164a	-1.58300042597182	-0.237450063895775	1.30597535142675	0	-0.227441976680356	-0.0518683544922436
Brd7	-2.01832554311408	-0.35617509584366	1.66215044727041	0	-0.227386659323581	-0.0518683544922436
Ipo4	-1.22682533012817	0.158300042597181	1.62257543662112	0	0.227301240574705	0.0518683544922436
Bola3	-1.30597535142675	0.158300042597181	1.8204504898676	0	0.227275189783807	0.0518683544922436
Sar1b	-1.30597535142675	0.158300042597181	1.70172545791971	0	0.227218894625926	0.0518683544922436
Pgam5	-1.34555036207605	0.197875053246478	1.70172545791971	0	0.227171502299465	0.0518683544922436
Ubfd1	-1.62257543662112	0.197875053246478	2.09747556441266	0	0.22708901466987	0.0518683544922436
Gstm5	-1.30597535142675	0.158300042597181	1.86002550051689	0	0.226748067217863	0.0516888696620998
Phf7	-1.62257543662112	0.197875053246478	2.13705057506196	0	0.226668235620596	0.0516888696620998
Adar	-1.30597535142675	0.158300042597181	1.74130046856901	0	0.226665248376902	0.0516888696620998
Morn2	-1.97875053246478	-0.197875053246478	1.54342541532253	0	-0.226323771300939	-0.0516045438042923
r_RMER17C-int	-1.8204504898676	-0.197875053246478	1.30597535142675	0	-0.226322874764743	-0.0516045438042923
Med14	-1.26640034077746	0.158300042597181	1.74130046856901	0	0.226290264059723	0.0516045438042923
r_B3A	-1.50385040467323	-0.158300042597181	1.14767530882957	0	-0.225997497680635	-0.0516045438042923
Gal3st4	-1.66215044727042	0.197875053246478	2.29535061765914	0	0.225971165029037	0.0516045438042923
Rbm42	-1.30597535142675	0.158300042597181	1.86002550051689	0	0.225946266163516	0.0516045438042923
Slc10a7	-1.38512537272535	0.197875053246478	1.8204504898676	0	0.225885677009858	0.0516045438042923
Pfdn2	-1.66215044727042	-0.197875053246478	1.30597535142675	0	-0.225881000469888	-0.0516045438042923
Nek4	-1.58300042597182	0.118725031947887	2.57237569220421	0	0.225717150888356	0.0515189980759408
Slc7a6os	-1.97875053246478	-0.197875053246478	1.54342541532253	0	-0.225556003852877	-0.0514858784174403
Ptplb	-1.62257543662112	0.237450063895775	2.01832554311408	0	0.225405332039147	0.0514858784174403
BC005537	-1.7808754792183	-0.237450063895775	1.46427539402394	0	-0.225385573441031	-0.0514858784174403
Trim8	-1.58300042597182	-0.197875053246478	1.22682533012817	0	-0.225217903237429	-0.0514858784174403
Smpdl3a	-1.7808754792183	-0.197875053246478	1.42470038337464	0	-0.225095015092485	-0.0514858784174403
r_L1MCb	-2.25577560700985	-0.197875053246478	1.66215044727041	0	-0.225070733340129	-0.0514858784174403
Trex1	-2.29535061765914	-0.197875053246478	1.58300042597182	0	-0.22506664336368	-0.0514858784174403
Eif4a1	-1.22682533012817	0.158300042597181	1.54342541532253	0	0.224860287701266	0.0513519532640421
Med10	-1.22682533012817	0.158300042597181	1.58300042597182	0	0.224392858014705	0.0509995606328093
Hspa2	-1.54342541532253	0.197875053246478	2.13705057506196	0	0.22437331053341	0.0509995606328093
Ftl1	-0.395750106492957	0	0.0791500212985904	0	-0.224200823125145	-0.0509061322984247
Nipsnap3b	-1.7808754792183	-0.237450063895775	1.46427539402394	0	-0.224113682471225	-0.0509061322984247
Anapc16	-1.62257543662112	-0.197875053246478	1.26640034077746	0	-0.223691294131498	-0.0505262636904764
Tubb3	-1.34555036207605	0.158300042597181	1.97875053246478	0	0.223351680465733	0.0504466079161983
Blcap	-2.53280068155492	2.05790055376337	3.5221759477873	0	0.223300507530397	0.0504466079161983
r_L1ME2	-1.26640034077746	0.158300042597181	1.74130046856901	0	0.223143993951979	0.0504466079161983
Pnpla8	-1.26640034077746	0.158300042597181	1.66215044727041	0	0.22304620111054	0.0504466079161983
Appl1	-1.42470038337464	0.158300042597181	2.01832554311408	0	0.223010234548532	0.0504466079161983
Naa30	-1.38512537272535	0.158300042597181	1.89960051116619	0	0.22300759729446	0.0504466079161983
Atpif1	-1.54342541532253	-0.158300042597181	1.14767530882957	0	-0.222999652523149	-0.0504466079161983
Aqr	-1.30597535142675	0.158300042597181	1.62257543662112	0	0.222713807259967	0.0503390246587914
Bbs7	-1.66215044727042	0.237450063895775	2.13705057506196	0	0.222560462416558	0.0503390246587914
Snap23	-1.58300042597182	-0.197875053246478	1.22682533012817	0	-0.222461977557044	-0.0503390246587914
Crlf3	-1.38512537272535	0.158300042597181	1.86002550051689	0	0.222395555225691	0.0503390246587914
Slc9a8	-1.42470038337464	0.197875053246478	1.86002550051689	0	0.222293579723478	0.0503390246587914
Snx11	-1.86002550051689	-0.197875053246478	1.34555036207605	0	-0.222286587972287	-0.0503390246587914
Baiap2	-1.86002550051689	-0.197875053246478	1.38512537272535	0	-0.222283488915881	-0.0503390246587914
Usp49	-1.74130046856901	0.277025074545068	1.93917552181549	0	0.221796218630627	0.0500280851911091
Prkaa1	-2.84940076674929	0.277025074545068	3.91792605428027	0	0.221751589724805	0.0500280851911091
Arpp19	-1.14767530882957	0.158300042597181	1.50385040467323	0	0.221714087724382	0.0500280851911091
Snx14	-2.05790055376337	-0.277025074545068	2.17662558571126	0	-0.221564144853169	-0.0500280851911091
Hspbap1	-1.26640034077746	0.158300042597181	1.66215044727041	0	0.22155957659242	0.0500280851911091
Ssbp4	-1.62257543662112	0.237450063895775	2.01832554311408	0	0.221475379156692	0.0500280851911091
1200011I18Rik	-2.01832554311408	-0.237450063895775	1.58300042597182	0	-0.221276604087841	-0.0500280851911091
Ssh2	-2.41407564960703	-0.237450063895775	1.93917552181549	0	-0.221172789985642	-0.0500280851911091
Slc22a17	-1.97875053246478	-0.316600085194365	1.8204504898676	0	-0.221168055960221	-0.0500280851911091
Prdm2	-1.26640034077746	0.158300042597181	1.62257543662112	0	0.2211221082921	0.0500280851911091
2310009B15Rik	-1.38512537272535	0.197875053246478	1.74130046856901	0	0.220990364173304	0.049979257238845
Faf1	-1.66215044727042	-0.197875053246478	1.26640034077746	0	-0.220779267127341	-0.0499371699161936
6330407J23Rik	-2.41407564960703	-0.237450063895775	1.89960051116619	0	-0.220693704451236	-0.0499371699161936
2610002J02Rik	-1.30597535142675	0.158300042597181	1.7808754792183	0	0.220473865836622	0.0499371699161936
Uqcrc2	-1.62257543662112	-0.197875053246478	1.26640034077746	0	-0.220402372659735	-0.0499371699161936
Zfp120	-1.42470038337464	0.197875053246478	1.86002550051689	0	0.220346202440596	0.0499371699161936
Bcl7c	-1.30597535142675	0.158300042597181	1.74130046856901	0	0.220321939642124	0.0499371699161936
Gne	-1.66215044727042	-0.158300042597181	1.26640034077746	0	-0.220309422803875	-0.0499371699161936
r_ZP3AR	-1.50385040467323	-0.158300042597181	1.14767530882957	0	-0.220242971113388	-0.0499371699161936
9930104L06Rik	-1.89960051116619	-0.237450063895775	1.50385040467323	0	-0.2198827594755	-0.0496902578478939
Wapal	-1.26640034077746	0.158300042597181	1.70172545791971	0	0.219848101219178	0.0496902578478939
r_MER5A	-1.66215044727042	-0.197875053246478	1.34555036207605	0	-0.21945427462618	-0.0496546300811146
Aftph	-1.70172545791971	-0.197875053246478	1.30597535142675	0	-0.219440709285161	-0.0496546300811146
Cd276	-1.70172545791971	-0.197875053246478	1.34555036207605	0	-0.219298101099954	-0.0496546300811146
Med21	-1.62257543662112	-0.197875053246478	1.22682533012817	0	-0.219012998725688	-0.0496546300811146
Ubn2	-1.22682533012817	0.158300042597181	1.66215044727041	0	0.218956571569576	0.0496546300811146
Cog5	-1.70172545791971	0.237450063895775	2.01832554311408	0	0.21893091622399	0.0496546300811146
Man2b1	-1.26640034077746	0.118725031947887	1.7808754792183	0	0.21882026069755	0.0496546300811146
Frat2	-2.13705057506196	-0.277025074545068	1.70172545791971	0	-0.218812374999066	-0.0496546300811146
D030056L22Rik	-1.7808754792183	-0.197875053246478	1.38512537272535	0	-0.21877985481416	-0.0496546300811146
Supt4h1	-1.54342541532253	-0.197875053246478	1.22682533012817	0	-0.218750029228066	-0.0496546300811146
Cd3eap	-1.30597535142675	0.158300042597181	1.70172545791971	0	0.218728471666111	0.0496546300811146
Sgtb	-1.46427539402394	0.158300042597181	1.93917552181549	0	0.218707232942873	0.0496546300811146
r_RLTR14	-1.70172545791971	-0.197875053246478	1.34555036207605	0	-0.218635149223859	-0.0496546300811146
S1pr3	-2.05790055376337	-0.277025074545068	2.96812579869717	0	-0.218572996292489	-0.0496546300811146
Alkbh7	-1.70172545791971	0.237450063895775	2.17662558571126	0	0.218484901701461	0.0496546300811146
Ppat	-2.13705057506196	-0.158300042597181	1.50385040467323	0	-0.218384716607813	-0.0496416787593216
Fntb	-1.26640034077746	0.158300042597181	1.70172545791971	0	0.218263342957558	0.0496350888418639
Dffa	-1.38512537272535	0.158300042597181	1.93917552181549	0	0.218124668701791	0.0496350888418639
Fam171b	-1.50385040467323	0.158300042597181	2.33492562830844	0	0.2181125905621	0.0496350888418639
Taf12	-1.38512537272535	0.158300042597181	1.86002550051689	0	0.217610406113624	0.0494184823515416
Eml4	-1.46427539402394	0.197875053246478	1.86002550051689	0	0.217602985414519	0.0494184823515416
Scrib	-1.54342541532253	0.197875053246478	1.97875053246478	0	0.217535173864542	0.0494184823515416
Gm8234	-2.13705057506196	-0.237450063895775	1.66215044727041	0	-0.217515515885829	-0.0494184823515416
2210018M11Rik	-1.54342541532253	0.197875053246478	1.93917552181549	0	0.217470247402686	0.0494184823515416
Ubtd2	-1.30597535142675	0.158300042597181	1.7808754792183	0	0.21738907407134	0.0494184823515416
Gtf2b	-1.74130046856901	-0.197875053246478	1.42470038337464	0	-0.217106188832185	-0.0492542842428919
Grsf1	-1.62257543662112	0.118725031947887	2.49322567090562	0	0.21706678937361	0.0492542842428919
Exosc6	-1.34555036207605	0.158300042597181	1.74130046856901	0	0.216966257002816	0.049240950581503
Psmb7	-1.22682533012817	0.158300042597181	1.54342541532253	0	0.216774227346759	0.049171824392409
Scrn2	-1.58300042597182	0.237450063895775	1.93917552181549	0	0.216727758591394	0.049171824392409
Dctd	-1.66215044727042	-0.197875053246478	1.30597535142675	0	-0.216632789835714	-0.0491648026307734
Ndor1	-1.50385040467323	0.237450063895775	1.7808754792183	0	0.216393101940469	0.0490817682091051
Nov	-1.58300042597182	0.118725031947887	2.45365066025633	0	0.216346103711677	0.0490817682091051
Dcp1a	-1.7808754792183	-0.237450063895775	1.58300042597182	0	-0.216293239861894	-0.0490817682091051
Aig1	-1.46427539402394	0.158300042597181	2.09747556441266	0	0.215965124173533	0.0488103812971871
Rbbp7	-1.50385040467323	-0.158300042597181	1.14767530882957	0	-0.215785764287288	-0.0487812278052868
Lonp1	-1.30597535142675	0.158300042597181	1.86002550051689	0	0.215761833185336	0.0487812278052868
Ebp	-1.89960051116619	-0.197875053246478	1.46427539402394	0	-0.215532725588259	-0.0486221446743949
Rps2	-1.38512537272535	-0.158300042597181	1.02895027688169	0	-0.215283582650261	-0.048440362728953
Mocs2	-1.62257543662112	-0.197875053246478	1.30597535142675	0	-0.215010174220696	-0.0482310891074959
Zrsr1	-1.86002550051689	-0.237450063895775	1.54342541532253	0	-0.214870329948243	-0.0481732421343734
Cdkn1b	-1.89960051116619	-0.197875053246478	1.50385040467323	0	-0.214774603501279	-0.0481654084929817
Arl3	-1.58300042597182	-0.197875053246478	1.30597535142675	0	-0.214646531040661	-0.0481209115466734
D830031N03Rik	-1.30597535142675	0.158300042597181	1.70172545791971	0	0.214424560253858	0.0479947252553469
r_L1MDb	-1.70172545791971	0.277025074545068	1.97875053246478	0	0.214357559506941	0.0479947252553469
Zfp318	-1.38512537272535	0.197875053246478	1.7808754792183	0	0.213719023499124	0.047464376117104
Hecw2	-1.70172545791971	0.197875053246478	2.17662558571126	0	0.213698660819237	0.047464376117104
Gstcd	-1.70172545791971	0.197875053246478	2.17662558571126	0	0.213573856060252	0.047464376117104
Klhl29	-1.46427539402394	0.118725031947887	2.21620059636055	0	0.213534230880146	0.047464376117104
Ppp1r13l	-1.42470038337464	0.197875053246478	1.7808754792183	0	0.213362807458693	0.0473708076722021
Mkks	-1.18725031947887	0.158300042597181	1.46427539402394	0	0.213169565970557	0.0472525282798533
Htra3	-2.29535061765914	-0.277025074545068	1.89960051116619	0	-0.212646326655455	-0.0471939267337756
Crisp1	-2.84940076674929	-0.237450063895775	2.33492562830844	0	-0.212612980199489	-0.0471939267337756
Trappc10	-1.34555036207605	0.158300042597181	1.7808754792183	0	0.212608880700876	0.0471939267337756
Dusp8	-2.21620059636055	-0.237450063895775	1.70172545791971	0	-0.21242617512831	-0.0471939267337756
1810043H04Rik	-1.22682533012817	0.158300042597181	1.54342541532253	0	0.212396746037892	0.0471939267337756
Zfp445	-1.58300042597182	0.197875053246478	2.09747556441266	0	0.212132544024053	0.0471939267337756
Ncoa2	-1.50385040467323	0.197875053246478	1.7808754792183	0	0.211960760407972	0.0471939267337756
Fam73b	-1.54342541532253	0.158300042597181	2.13705057506196	0	0.211959780079928	0.0471939267337756
Ak4	-1.93917552181549	-0.316600085194365	2.45365066025633	0	-0.211906637382756	-0.0471939267337756
E2f7	-1.58300042597182	0.197875053246478	2.01832554311408	0	0.211853834094226	0.0471939267337756
Tbck	-1.89960051116619	0.237450063895775	2.33492562830844	0	0.211736476121885	0.0471939267337756
Cyp46a1	-1.7808754792183	0.277025074545068	2.05790055376337	0	0.211715465423348	0.0471939267337756
Lypla1	-1.34555036207605	0.197875053246478	1.66215044727041	0	0.211668842444057	0.0471939267337756
Ppp2r2d	-1.30597535142675	0.158300042597181	1.66215044727041	0	0.211597568935179	0.0471939267337756
